source_path,source_line,kind,level,java_source,csharp_targets,status,csharp_evidence,notes
debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/DebugTextOverlay.java,221,call,error,"LOG.error(() -> ""Couldn't get bounds for code "" + code + "" at position ("" + at.getTranslateX() + "","" + at.getTranslateY() + "")"", ex);",src/PdfBox.Net.Debugger/Pagepane/DebugTextOverlay.cs,absent-region,,The Java glyph-bounds overlay region containing this diagnostic is not present in the current debugger port.
debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java,97,logger-field,,private static final Logger LOG = LogManager.getLogger(PagePane.class);,src/PdfBox.Net.Debugger/Pagepane/PagePane.cs,migrated,src/PdfBox.Net.Debugger/Pagepane/PagePane.cs:35: ILogger<PagePane> LOG => PdfBoxLogging.CreateLogger<PagePane>();,
debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java,184,call,error,"LOG.error(ex.getMessage(), ex);",src/PdfBox.Net.Debugger/Pagepane/PagePane.cs,absent-region,,The corresponding Java page-rendering UI failure regions are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/pagepane/PagePane.java,320,call,error,"LOG.error(ex.getMessage(), ex);",src/PdfBox.Net.Debugger/Pagepane/PagePane.cs,absent-region,,The corresponding Java page-rendering UI failure regions are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/Stream.java,45,logger-field,,private static final Logger LOG = LogManager.getLogger(Stream.class);,src/PdfBox.Net.Debugger/Streampane/Stream.cs,migrated,src/PdfBox.Net.Debugger/Streampane/Stream.cs:36: ILogger<Stream> LOG => PdfBoxLogging.CreateLogger<Stream>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/Stream.java,151,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Stream.cs,migrated,"src/PdfBox.Net.Debugger/Streampane/Stream.cs:82: LOG.LogError(ex, ""{ErrorMessage}"", ex.Message);",
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/Stream.java,179,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Stream.cs,absent-region,,The Java stream-decoding branch that owns this diagnostic is not present in the adapted debugger stream model.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,83,logger-field,,private static final Logger LOG = LogManager.getLogger(StreamPane.class);,src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,migrated,src/PdfBox.Net.Debugger/Streampane/StreamPane.cs:35: ILogger<StreamPane> LOG => PdfBoxLogging.CreateLogger<StreamPane>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,237,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,335,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,349,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,375,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,406,call,error,"LOG.error(ex.getMessage(), ex);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/StreamPane.java,444,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/StreamPane.cs,absent-region,,The corresponding Java stream-pane UI action and decoding failure branches are not present in the adapted debugger pane.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/FontToolTip.java,33,logger-field,,private static final Logger LOG = LogManager.getLogger(FontToolTip.class);,src/PdfBox.Net.Debugger/Streampane/Tooltip/FontToolTip.cs,migrated,src/PdfBox.Net.Debugger/Streampane/Tooltip/FontToolTip.cs:41: ILogger<FontToolTip> LOG => PdfBoxLogging.CreateLogger<FontToolTip>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/FontToolTip.java,60,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/FontToolTip.cs,migrated,"src/PdfBox.Net.Debugger/Streampane/Tooltip/FontToolTip.cs:67: LOG.LogError(ex, ""{ErrorMessage}"", ex.Message);",
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/KToolTip.java,36,logger-field,,private static final Logger LOG = LogManager.getLogger(KToolTip.class);,src/PdfBox.Net.Debugger/Streampane/Tooltip/KToolTip.cs,migrated,src/PdfBox.Net.Debugger/Streampane/Tooltip/KToolTip.cs:41: ILogger<KToolTip> LOG => PdfBoxLogging.CreateLogger<KToolTip>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/KToolTip.java,59,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/KToolTip.cs,migrated,"src/PdfBox.Net.Debugger/Streampane/Tooltip/KToolTip.cs:55: LOG.LogError(ex, ""{ErrorMessage}"", ex.Message);",
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java,35,logger-field,,private static final Logger LOG = LogManager.getLogger(SCNToolTip.class);,src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs,migrated,src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs:42: ILogger<SCNToolTip> LOG => PdfBoxLogging.CreateLogger<SCNToolTip>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java,55,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs,migrated,"src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs:58: LOG.LogError(ex, ""{ErrorMessage}"", ex.Message);",
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java,75,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs,migrated,"src/PdfBox.Net.Debugger/Streampane/Tooltip/SCNToolTip.cs:80: LOG.LogError(ex, ""{ErrorMessage}"", ex.Message);",
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java,36,logger-field,,private static final Logger LOG = LogManager.getLogger(ToolTipController.class);,src/PdfBox.Net.Debugger/Streampane/Tooltip/ToolTipController.cs,migrated,src/PdfBox.Net.Debugger/Streampane/Tooltip/ToolTipController.cs:43: ILogger<ToolTipController> LOG => PdfBoxLogging.CreateLogger<ToolTipController>();,
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java,145,call,error,"LOG.error(e, e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/ToolTipController.cs,absent-region,,The Java operator-specific tooltip construction branches that own these diagnostics are absent from the adapted controller.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java,166,call,error,"LOG.error(e, e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/ToolTipController.cs,absent-region,,The Java operator-specific tooltip construction branches that own these diagnostics are absent from the adapted controller.
debugger/src/main/java/org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java,181,call,error,"LOG.error(e, e);",src/PdfBox.Net.Debugger/Streampane/Tooltip/ToolTipController.cs,absent-region,,The Java operator-specific tooltip construction branches that own these diagnostics are absent from the adapted controller.
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/SearchEngine.java,35,logger-field,,private static final Logger LOG = LogManager.getLogger(SearchEngine.class);,src/PdfBox.Net.Debugger/Ui/Textsearcher/SearchEngine.cs,migrated,src/PdfBox.Net.Debugger/Ui/Textsearcher/SearchEngine.cs:35: ILogger<SearchEngine> LOG => PdfBoxLogging.CreateLogger<SearchEngine>();,
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/SearchEngine.java,80,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Ui/Textsearcher/SearchEngine.cs,absent-region,,The corresponding Java text-search execution failure branches are not implemented in the current debugger search engine.
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/SearchEngine.java,104,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Ui/Textsearcher/SearchEngine.cs,absent-region,,The corresponding Java text-search execution failure branches are not implemented in the current debugger search engine.
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/Searcher.java,48,logger-field,,private static final Logger LOG = LogManager.getLogger(Searcher.class);,src/PdfBox.Net.Debugger/Ui/Textsearcher/Searcher.cs,migrated,src/PdfBox.Net.Debugger/Ui/Textsearcher/Searcher.cs:35: ILogger<Searcher> LOG => PdfBoxLogging.CreateLogger<Searcher>();,
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/Searcher.java,155,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Ui/Textsearcher/Searcher.cs,absent-region,,The corresponding Java background-search and navigation failure branches are absent from the adapted debugger searcher.
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/Searcher.java,209,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Ui/Textsearcher/Searcher.cs,absent-region,,The corresponding Java background-search and navigation failure branches are absent from the adapted debugger searcher.
debugger/src/main/java/org/apache/pdfbox/debugger/ui/textsearcher/Searcher.java,235,call,error,"LOG.error(e.getMessage(), e);",src/PdfBox.Net.Debugger/Ui/Textsearcher/Searcher.cs,absent-region,,The corresponding Java background-search and navigation failure branches are absent from the adapted debugger searcher.
examples/src/main/java/org/apache/pdfbox/examples/printing/OpaquePDFRenderer.java,121,logger-field,,private static final Logger LOG = LogManager.getLogger(OpaqueDrawObject.class);,src/PdfBox.Net.Examples/Printing/OpaquePDFRenderer.cs,absent-region,,This Java-only example and both nested logger-owning classes have no corresponding C# target file.
examples/src/main/java/org/apache/pdfbox/examples/printing/OpaquePDFRenderer.java,178,logger-field,,private static final Logger LOG = LogManager.getLogger(OpaqueSetGraphicsStateParameters.class);,src/PdfBox.Net.Examples/Printing/OpaquePDFRenderer.cs,absent-region,,This Java-only example and both nested logger-owning classes have no corresponding C# target file.
examples/src/main/java/org/apache/pdfbox/examples/printing/OpaquePDFRenderer.java,155,call,error,"LOG.error(""recursion is too deep, skipping form XObject"");",src/PdfBox.Net.Examples/Printing/OpaquePDFRenderer.cs,absent-region,,This Java-only example and both nested logger-owning classes have no corresponding C# target file.
examples/src/main/java/org/apache/pdfbox/examples/printing/OpaquePDFRenderer.java,204,call,error,"LOG.error(""name for 'gs' operator not found in resources: /{}"", graphicsName.getName());",src/PdfBox.Net.Examples/Printing/OpaquePDFRenderer.cs,absent-region,,This Java-only example and both nested logger-owning classes have no corresponding C# target file.
examples/src/main/java/org/apache/pdfbox/examples/signature/CreateSignedTimeStamp.java,48,logger-field,,private static final Logger LOG = LogManager.getLogger(CreateSignedTimeStamp.class);,src/PdfBox.Net.Examples/Signature/CreateSignedTimeStamp.cs,migrated,src/PdfBox.Net.Examples/Signature/CreateSignedTimeStamp.cs:47: ILogger<CreateSignedTimeStamp> LOG => PdfBoxLogging.CreateLogger<CreateSignedTimeStamp>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/CreateSignedTimeStamp.java,140,call,error,"LOG.error(""Hashing-Algorithm not found for TimeStamping"", e);",src/PdfBox.Net.Examples/Signature/CreateSignedTimeStamp.cs,migrated,"src/PdfBox.Net.Examples/Signature/CreateSignedTimeStamp.cs:111: LOG.LogError(ex, ""Hashing-Algorithm not found for TimeStamping"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/ShowSignature.java,93,logger-field,,private static final Logger LOG = LogManager.getLogger(ShowSignature.class);,src/PdfBox.Net.Examples/Signature/ShowSignature.cs,migrated,src/PdfBox.Net.Examples/Signature/ShowSignature.cs:45: ILogger<ShowSignature> LOG => PdfBoxLogging.CreateLogger<ShowSignature>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,76,logger-field,,private static final Logger LOG = LogManager.getLogger(SigUtils.class);,src/PdfBox.Net.Examples/Signature/SigUtils.cs,migrated,src/PdfBox.Net.Examples/Signature/SigUtils.cs:43: ILogger<SigUtils> LOG => PdfBoxLogging.CreateLogger<SigUtils>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,216,call,error,"LOG.error(""Certificate key usage does not include "" + ""digitalSignature nor nonRepudiation"");",src/PdfBox.Net.Examples/Signature/SigUtils.cs,migrated,"src/PdfBox.Net.Examples/Signature/SigUtils.cs:167: LOG.LogError( ""Certificate key usage does not include digitalSignature nor nonRepudiation"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,228,call,error,"LOG.error(""Certificate extended key usage does not include "" + ""emailProtection, nor codeSigning, nor anyExtendedKeyUsage, "" + ""nor 'Adobe Authentic Documents Trust'"");",src/PdfBox.Net.Examples/Signature/SigUtils.cs,migrated,"src/PdfBox.Net.Examples/Signature/SigUtils.cs:190: LOG.LogError( ""Certificate extended key usage does not include emailProtection, nor codeSigning, nor anyExtendedKeyUsage, nor 'Adobe Authentic Documents Trust'"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,248,call,error,"LOG.error(""Certificate extended key usage does not include timeStamping"");",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,266,call,error,"LOG.error(""Certificate extended key usage does not include OCSP responding"");",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,418,call,warn,"LOG.warn( ""Object {} missing, signature verification may fail in Adobe Reader, see https://stackoverflow.com/questions/71267471/"", n);",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,445,call,info,"LOG.info(""{} {}"", responseCode, con.getResponseMessage());",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,457,call,info,"LOG.info(""redirection to {} followed"", location);",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/SigUtils.java,463,call,info,"LOG.info(""redirection to {} ignored"", location);",src/PdfBox.Net.Examples/Signature/SigUtils.cs,absent-region,,"The current example port does not contain the Java extended-key-usage, missing-object, and HTTP response/redirect regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,52,logger-field,,private static final Logger LOG = LogManager.getLogger(TSAClient.class);,src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,src/PdfBox.Net.Examples/Signature/TSAClient.cs:43: ILogger<TSAClient> LOG => PdfBoxLogging.CreateLogger<TSAClient>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,119,call,error,"LOG.error(""request: {} "", () -> Hex.getString(encodedRequest));",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:100: LOG.LogError(""request: {Request}"", Convert.ToHexString(requestBytes));",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,122,call,error,"LOG.error(""response: {}"", () -> Hex.getString(tsaResponse));",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:101: LOG.LogError(""response: {Response}"", Convert.ToHexString(responseBytes));",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,126,call,error,"LOG.error(""request nonce: {}"", () -> request.getNonce().toString(16));",src/PdfBox.Net.Examples/Signature/TSAClient.cs,absent-region,,The Java nonce-validation diagnostic region is not present in the adapted timestamp client.
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,133,call,error,"LOG.error(""response nonce: {}"", () -> tsi.getNonce().toString(16));",src/PdfBox.Net.Examples/Signature/TSAClient.cs,absent-region,,The Java nonce-validation diagnostic region is not present in the adapted timestamp client.
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,157,call,debug,"LOG.debug(""Opening connection to TSA server"");",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:151: LOG.LogDebug(""Opening connection to TSA server"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,165,call,debug,"LOG.debug(""Established connection to TSA server"");",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:169: LOG.LogDebug(""Established connection to TSA server"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,186,call,error,"LOG.error(() -> ""Exception when writing to "" + this.url, ex);",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:179: LOG.LogError(ex, ""Exception when writing to {TsaUrl}"", _tsaUrl);",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,190,call,debug,"LOG.debug(""Waiting for response from TSA server"");",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:170: LOG.LogDebug(""Waiting for response from TSA server"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,199,call,error,"LOG.error(() -> ""Exception when reading from "" + this.url, ex);",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:199: LOG.LogError(ex, ""Exception when reading from {TsaUrl}"", _tsaUrl);",
examples/src/main/java/org/apache/pdfbox/examples/signature/TSAClient.java,203,call,debug,"LOG.debug(""Received response from TSA server"");",src/PdfBox.Net.Examples/Signature/TSAClient.cs,migrated,"src/PdfBox.Net.Examples/Signature/TSAClient.cs:194: LOG.LogDebug(""Received response from TSA server"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,71,logger-field,,private static final Logger LOG = LogManager.getLogger(CRLVerifier.class);,src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,migrated,src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs:50: ILogger<CRLVerifier> LOG => PdfBoxLogging.CreateLogger<CRLVerifier>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,102,call,info,"LOG.info(""Checking distribution point URL: {}"", crlDistributionPointsURL);",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,migrated,"src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs:84: LOG.LogInformation(""Checking distribution point URL: {CrlUrl}"", url);",
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,113,call,warn,"LOG.warn( ""Caught {} downloading CRL, will try next distribution point if available"", ex.getClass().getSimpleName());",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,migrated,"src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs:93: LOG.LogWarning( ""Caught {ExceptionType} downloading CRL, will try next distribution point if available"", ex.GetType().Name);",
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,155,call,error,"LOG.error(""CRL not yet valid, thisUpdate is {}"", crl.getThisUpdate());",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,159,call,error,"LOG.error(""CRL no longer valid, nextUpdate is {}"", crl.getNextUpdate());",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,164,call,info,"LOG.info(""CRL issuer certificate is not identical to cert issuer, check needed"");",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,166,call,info,"LOG.info(""CRL issuer certificate checked successfully"");",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,170,call,info,"LOG.info(""CRL issuer certificate is identical to cert issuer, no extra check needed"");",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,226,call,info,"LOG.info(""The certificate was revoked after signing by CRL {} on {}"", crlDistributionPointsURL, revokedCRLEntry.getRevocationDate());",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,231,call,info,"LOG.info(""The certificate was not revoked by CRL {}"", crlDistributionPointsURL);",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CRLVerifier.java,328,call,warn,"LOG.warn( ""CRL distribution points for certificate subject {} should be an octet string, but is {}"", cert.getSubjectX500Principal().getName(), derObjCrlDP);",src/PdfBox.Net.Examples/Signature/Cert/CRLVerifier.cs,absent-region,,"The adapted CRL example does not contain the Java CRL validity, issuer comparison, revocation-result, and ASN.1 distribution-point regions that own these diagnostics."
examples/src/main/java/org/apache/pdfbox/examples/signature/cert/CertificateVerifier.java,74,logger-field,,private static final Logger LOG = LogManager.getLogger(CertificateVerifier.class);,src/PdfBox.Net.Examples/Signature/Cert/CertificateVerifier.cs,migrated,src/PdfBox.Net.Examples/Signature/Cert/CertificateVerifier.cs:47: ILogger<CertificateVerifier> LOG => PdfBoxLogging.CreateLogger<CertificateVerifier>();,
